,,,,,
,,,,,
State,X,Y,Date,Report ID,Description
,-105.3646,40.57499,8/1/1990,1367, Creature was observed chasing deer. 
,-108.5417,40.45418,7/1/1991,1368, witness saw man-like creature covered with dark red hair while hiking in the extreme eastern part of Dinosaur
,-107.7667,37.75417,7/1/1998,1374, Creature observed running on hind legs
,-105.1598,38.753,6/3/1905,1376, Man sees large creature while working the late shift at a mine. 
,-105.9333,40.54167,9/1/1996,1760, Bowhunter sees large figure near Cameron Pass
,-106.2583,39.24998,June 1994/95?,2667," Couple sees ""power-walking"" biped in forest above Leadville"
,-108.2083,37.4625,8/1/2001,3086," Large creature leaves 12""+ handprints on camper trailer during rainy night"
,-105.1167,38.4,10/1/1987,3185," Co-workers stunned by giant hairy ""man-thing"" walking down town street"
,-104.8604,38.6691,12/1/1999,3506, Trucker has nighttime roadside sighting south of Colorado Springs near Ft. Carson
,-106.3,39.25,9/1/1971,3606, Campers have daylight sighting near Leadville
,-106.2275,39.32385,9/1/1998,3652, Driver has daylight sighting off CO 91 between Copper Mtn. and Leadville
,-107.0671,39.3375,2/1/2001,3653," Daytime sighting by hiker, off West Sopris Creek Road"
,-106.6535,40.4521,6/1/1996,3664," Daytime sighting on the edge of Lost Lake, near the Continental Divide"
,-104.9917,38.9006,6/1/2001,3710, Daytime sighting by Pike's Peak tourist
,-105.4826,37.5969,6/16/1905,4614, Hikers observe animal in early evening near Blanca Peak
,-105.2155,39.11636,6/1/1997,5493, Young camper has early morning encounter. 
,-106.8583,37.025,1/1/2001,5586, Large creature crosses road in 1 1/2 strides
,-104.3786,37.09263,6/7/1905,5608, Young student has early morning sighting. 
,-106.6417,38.59998,11/1/1990,6782, Hunters observe dark creature pounding rocks together
,-106.4417,39.0917,5/1/2002,6785, Startled hiker sees tall shaggy biped on trail near Leadville
,-106.625,39.45824,9/1/2002,7036," Elk hunter trailed by large biped in twilight, finds tracks the next day"
,-105.3542,39.31667,9/1/1978,7225, Picnicker has daytime sighting outside Buffalo Creek
,-107.7084,38.875,9/1/1994,7827, Two hunters recount late morning sighting near Hotchkiss
,-105.1146,38.826,7/1/1977,10533, Hikers have daylight sighting west of Pikes Peak
,-105.298,40.00817,11/1/1995,13411, Man recalls a nighttime sighting while viewing the city lights in Chataqua Park
,-105.2146,39.0465,Late 70's,13441, Woman describes night time sighting during childhood in the Pike National Forest
,-108.3364,37.33925,10/1/2004,14243, Dusk sighting by charter bus driver on Hwy 160 near Mancos
,-107.9514,39.16305,6/1/1999,14503, Night time sighting by a youth leader at a bible camp near Grand Junction
,-105.1137,38.0654,7/1/1998,14814, Father and son nighttime roadside sighting in the Wet Mountains southwest of Pueblo
,-105.3792,40.17585,8/1/1964,15273, Young picnicker sees strange creature on rocky ledge above the St. Vrain River 
,-104.9426,38.5859,5/1/2006,15278, Mid-morning sighting by soldier hunting west of Fort Carson
,-106.1666,39.7198,late 60s,15588, Daytime sighting of white creature near Dillon
,-107.7247,37.83905,4/1/1989,15630, Miner reports pre-dawn road crossing near Silverton
,-104.875,38.716,7/1/1986,17767, Night-time sighting by Marine training near Ft Carson
,-105.7854,39.39565,12/1/2002,22801," Further apparent corroboration of multiple-witness, winter, nighttime, road-crossing near Kenosha Pass"
,-106.5445,39.1006,9/1/2009,26522, Woman describes vivid early morning sighting just below Independence Pass
,-105.6385,40.84707,9/1/2009,26671, Two brothers witness an upright creature while at a cabin near Red Feather
,-106.496,37.37285,6/1/2009,27057, Former Deputy Sheriff describes morning sighting on Cornwall Mountain
,-106.199,38.83714,8/1/2010,31939, Motorist describes early morning sighting near Buena Vista
,-105.475,39.40589,5/1/2012,35596, Early evening sighting by two women hiking in Bailey
,-107.0596,39.37357,1/1/2013,39520," Motorists see tall, hairy human-like figure wading across the Colorado River east of Glenwood Springs"
,-106.3023,39.80777,6/1/2012,42602," Backpackers hear growls, knocking and observe two large, hairy bipeds at Surprise Lake"
,-105.2527,39.35503,3/1/2014,45666, Two friends witness daytime road crossing near Conifer
,-73.1512,41.36935,8/1/1953,16408, Children observe bipedal animal walking along railroad tracks near the Housatonic River
,-85.6489,30.98555,8/1/1976,115, Young girls have daylight sighting near their home
,-84.60745,30.6645,12/1/1994,246, Daylight sighting by hunter near FL / GA border
,-80.21295,26.5931,July 74-75,414, Year long sightings by family
,-82.0332,27.0047,8/1/1962,445, Boy Scouts have sighting while camping at Quednau Ranch
,-81.52915,30.2333,8/1/2000,446, Security Guards have sighting while on duty near Jacksonville
,-80.8595,28.3725,9/1/1989,591," Driver stops car momentarily on Nova Rd., witnesses a 7-8 foot tall dark creature approach his car.. "
,-80.1937,26.27395,1/1/1975,592," Two witnesses observed a large, black-brown human-like form  between Wiles Rd. and Sample Rd"
,-80.21025,26.08285,7/1/1980,594," a sighting by a group of boys along a canal, a mile or so north of South New River. "
,-81.75165,30.05705,6/8/1905,606, witness observed creature running across the road
,-81.76041,26.15915,11/1/1983,607," while hunting hogs near a cypress bayhead, witness saw a dark brown/black bi-pedal creature. "
,-80.8368,26.06885,11/1/1993,720," Hunter reports finding strange tracks in the Everglades, near the area of the Dade County and Collier County l"
,-81.29691,25.91695,7/1/1997,721, Series of reports (6) concerning the Skunk Ape.  Photos of the creature and footcasts
,-82.98365,29.6699,2/1/1998,722, Five or Six foot tall ape looking creature observed picking up road kill. 
,-82.50591,28.50665,1969-1980,723, creature sitting on a wood pile seen watching witness. 
,-85.217,30.8724,6/12/1905,724, Upright creature seen by 3 men fishing in a boat 3 miles from Greenwood
,-81.62275,29.10635,7/1/1980,725, Large tracks found investigated by Federal authorities
,-82.05835,29.0599,10/1/1977,726, A hitchhiker reports seeing a bigfoot in a forested area off U.S. 441
,-81.90875,29.1951,11/1/1977,728," a close-range, daytime sighting by a 67-year-old Baptist minister"
,-81.9233,29.19395,7/1/1997,729, a daylight sighting by a family on a camping trip
,-86.5065,30.51295,6/18/1905,730," Sighting by Five witnesses of a large, humanoid form. "
,-80.93504,28.3609,3/1/1999,731, Motorist found six thirteen by eight and a half inch tracks near a small bridge that led to a large gate. 
,-81.12476,27.97255,11/1/1998,733, creature observed walking weird and slightly hunched over. 
,-81.0621,28.1382,5/1/1999,734, creature seen in the woods. 
,-81.19445,27.99245,1/1/1999,736, while sitting on a tree stand hunter observed bi-pedal creature walking at high speeds. 
,-82.6053,28.3836,6/1/1984,737, creature seen in an open field by witness. 
,-80.93919,28.85025,6/11/1905,746, Sighting by two newspaper deliverymen around 3
,-86.9648,30.84015,1/1/1982,989, Deer hunter spots a large animal run across open area
,-81.3456,29.85375,10/1/1984,1003, Two horseback riders see hairy creature
,-81.96195,29.7351,1971-72?,1021, Large Creature standing in road
,-81.8708,26.59885,1973-74?,1030," 5 children observe a very large hairy ""man"" for several minutes (N. Ft. Myers)"
,-82.45165,27.7068,6/1/1984,1061, June 1984 Manatee County FL  Late evening sighting by 9 yr/old camper off Little Manatee River in Ruskin
,-81.5446,28.6901,6/2/1905,1275, Bigfoot rips door off of home. Witness has to flee from home
,-82.55556,29.4179,6/1/1991,1407," Bigfoot runs across road, appears to be carrying a small infant Bigfoot"
,-82.3657,29.77535,6/7/1905,2566, College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branche
,-81.1273,29.47035,August 1978-70,2657, A tree stump moves closer to a group of young boys
,-81.0651,26.01535,5/1/1973,2856, Construction worker has startling encounter outside hunting cottage
,-81.68295,29.77295,1947/48,4795," While riding horse, young teen has day time sighting not far from Palatka"
,-80.13215,27.0099,7/1/1978,5369, Man recalls childhood evening encounter in Johnathon Dickenson State Park
,-84.20835,30.4836,12/1/2001,5702," New Year's Eve, two cousins observe creature watching them"
,-87.1814,30.9905,4/1/1994,5801, Fisherman in boat is approached by wading hairy hominid
,-85.76891,30.7599,2/1/2003,5884, Road crossing sighting by motorist
,-82.52655,28.5716,Late 80's,6708, Man has brief encounter near lake
,-81.3065,25.8972,8/1/1979,7205, Morning sighting by carpenter crew near Ochopee
,-80.8044,27.3973,1/1/2004,7904, Woman observes small bipedal creature cross 441 near Ft. Drum
,-81.80005,29.98085,4/1/1994,8316, Father and daughter have nighttime sighting
,-81.4189,30.4544,6/16/1905,8514, Husband and wife have nighttime road-crossing sighting
,-86.6913,30.56775,6/1/2000,9113," On the way to work, motorists have morning road-cross encounter near Eglin"
,-85.6316,30.4664,8/1/2004,9174, Man has nighttime sighting in his yard
,-81.9055,29.07655,9/1/2004,9282, Two bipedal animals seen in the aftermath of Frances
,-85.95136,30.9854,Late 1980s,9545, Motorist has morning sighting on road outside Sweet Gum Head
,-82.929,29.591,11/1/1998,10855, Night time sighting by motorist near Fanning Springs
,-82.46557,27.28518,8/1/1981,10867, Youths have daylight sighting in wooded area of Sarasota.
,-80.60976,26.61979,1982 or 1983,11762, Daylight sighting by motorist couple in the Montura Estates area.
,-81.93871,28.00845,9/1/1974,11812, Twilight sighting on the west side of Lakeland
,-82.454,27.099,6/10/1905,12587, Daylight sighting by fishermen near Venice
,-81.9742,27.89469,October 2004-2005,12732, Couple describes vocals and a sighting on their fence-line outside Mulberry
,-82.42,29.098,1/1/2000,12921, Birder has daylight sighting in Rainbow Springs State Park.
,-82.438,28.043,5/8/1905,13034, Early evening sighting by residents on the Hillsborough River
,-84.583,30.587,9/1/2005,13298," Early evening sighting in backyard on the FL/GA border, north of Tallahassee"
,-81.33,25.927,6/1/2005,13514, Daylight sighting by motorist on U.S. 41 near I-29
,-81.35876,27.37341,3/1/2006,14021, Daylight sighting by two ATV riders near Lake Placid
,-81.6965,28.775,12/1/1985,14118, Night time sighting by motorist on CR 448 near Lake Jem
,-81.771,30.069,7/1/2003,14354, Night time sighting by three boys outside Middleburg
,-82.6505,29.191,October 2000/2001,14457, Daylight sigting by a deer hunter near Gulf Hammock
,-80.926,25.141,3/1/2006,15170, Daytime sighting near Everglades National Park
,-82.44749,28.252,7/1/2006,15361, Nighttime sighting by motorist near Land O'Lakes
,-81.22285,26.0079,6/23/1905,16303," Daylight sighting by motorist near Everglades City, off Turner River Road."
,-82.879,30.3125,11/1/2006,16473, Possible highway sighting near Osceola National Forest
,-81.83705,30.2809,11/1/1975,16683, Daylight sighting at edge of woods near fishing hole outside Jacksonville
,-81.82794,30.05287,11/1/2006,16727, Nighttime sighting by teen at Lake Asbury off HWY 739 outside Middleburg
,-82.3722,29.1039,9/1/2005,17644, Daylight Sighting in the Goethe State Forest
,-81.88324,30.10139,6/25/1905,18065, Daylight sighting by two young female hikers in Jennings State Forest
,-81.90216,30.03432,7/1/2006,18427, Daylight sighting by two teenagers near Middleburg
,-81.90477,28.78028,7/1/2007,19958, Dusk sighting by hikers in Flat Island Preserve
,-81.54172,30.23693,1998-2000,20940, Security guards have nighttime sightings outside Jacksonville
,-81.89565,30.10386,8/1/2007,21658, Brief sighting by youth with flashlight outside Middleburg
,-81.94118,30.11584,6/1/2005,21879, Teens have very Close Encounter with Creature
,-80.43689,25.51665,11/1/1977,21951, Man describes figure looking into window outside Homestead
,-81.80878,29.43465,6/1/2004,23076, Road grader operator observes creature crossing logging road in Ocala National Forest
,-81.7268,29.3143,7/1/2006,23120, Father and daughter have daytime sighting in the Ocala National Forest
,-85.3948,29.93629,6/7/1905,23247, Woman remembers encountering a strange animal while driving outside Mexico Beach
,-81.7757,28.86151,6/15/1905,23696, Huge creature stands in headlights on rural road near Leesburg
,-81.9755,27.7752,1/1/1978,24032, Multiple witness motorist sighting in daylight at the edge of the Alafia River 
,-81.89905,30.10851,2/1/2008,24078, Teens stumble upon creature in Jennings Forest
,-81.48598,25.95574,9/1/2008,24656, Daylight sighting from Hwy. 41 in the Big Cypress National Preserve
,-82.76431,28.19899,3/1/2009,25582, Man observes a bigfoot in his headlights near Holiday
,-82.24487,28.14617,1/1/2001,26377, Young man has a close daylight encounter while riding his bike along the Hillsborough River
,-82.71758,28.29425,1981 or 1982,26581," Man remembers observing a hairy, bipedal creature in the headlights of his car near Port Richey"
,-81.95577,28.44926,10/1/2009,26823, Daylight sighting by hunter and son in Richloam Wildlife Management Area
,-82.33316,29.58358,6/22/1905,27076, Woman has close daylight sighting while driving through Payne's Prairie outside Gainesville
,-82.6783,29.47368,8/1/1981,27250, Woman remembers observing a bi-pedal hair-covered adult and youth while driving near Bronson
,-81.85762,30.08748,11/1/2009,27347, Nighttime sighting of two upright creatures by a motorist outside Middleburg
,-81.95577,28.44926,10/1/2009,28200, Father and son have very close daylight sighting in the Green Swamp
,-81.97483,28.50566,9/1/2010,28237," Weekend camping trip in the Green Swamp is interrupted by a hairy, bipedal intruder"
,-81.91354,29.94011,12/1/2009,28355," Hunter watches running bipedal creature, finds possible scat in the Camp Blanding Wildlife Management Area"
,-82.44225,29.39384,8/1/1991,28418, Woman remembers two visual encounters near Williston
,-86.7513,30.6966,12/1/2010,28634, Motorist has daytime sighting near I-10 Exit east of Pensacola
,-80.84301,28.93312,5/1/2011,29529, Fishing guide with clients approached by a Florida Skunk-Ape in the Merritt Island National Wildlife Re
,-82.40295,28.78812,9/1/2010,29565, Man describes several compelling incidents while hunting in the Withlacoochee State Forest
,-80.7217,28.31193,6/1/1998,29624, Woman recalls nighttime sighting while driving on US-1 near Rockledge
,-82.53305,28.78806,7/1/2011,30267, Man driving to work has two early morning sightings on the same road near Sorrento
,-81.86789,29.36953,6/30/1905,30547, Daytime sighting from a vehicle in the Ocala National Forest near Ft. McCoy
,-80.84716,28.48899,9/1/2011,30679, Nighttime sighting by a motorist outside Port St. John
,-80.16933,26.80829,2002-2003?,30929, Daylight observation of a hair-covered bipedal figure in the Grassy Waters Preserve
,-81.2299,29.83863,7/1/2011,31745, Up close encounter experienced by a father and son fishing south of St. Augustine
